"pages","aidsitetitleprecedingsiblingtextselftext","","dividwrapperhead1link1precedingsiblingtextselftext","aidtoolipprecedingsiblingtextselftext","","asideiditemcommentsprecedingsiblingdiv1span1precedingsiblingp1textselftext","","","","","","","","","","","","","","","","","sectionidb5414980015591330510100precedingsiblingprecedingsiblingp1textfollowingsiblingtext1selftext","","","","","","","","","","","","","","","","piditemphotodescriptionprecedingsiblingdiv1p1br1followingsiblingtext1selftext"
"56.html","NEWS","|","Stricter inspections from travel to and from non-Schengen countries | News | ekathimerini.com","Developed by EWORX S.A.","|","Police inspections at airports are to become stricter from this week for European citizens traveling to countries that are not members of the border-free Schengen area.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"59.html","NEWS","|","BBC updates controversial story following Greek uproar | News | ekathimerini.com","Developed by EWORX S.A.","|","After a public outcry over a BBC story referring to a Macedonian minority in Greece and a Macedonian language, the British broadcaster added a section to the report on Saturday outlining Greece?s position.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42.html","NEWS","|","Kos installs tsunami alert amid complaints from hoteliers | News | ekathimerini.com","Developed by EWORX S.A.","|","The island of Kos became the first region of Greece to install electronic signs alerting to a possible tsunami, but a local hotelier association complained the signs are ?terrorizing? tourists.","?There is a possibility of a tsunami in Kos [in case of an earthquale],? Efthimios Lekkas, head of Greece?s Earthquake Planning and Protection Organization and director of the Geology and Geoenvironment Faculty at Athens University, told Open TV channel on Friday.","?We must not hide the problems under the carpet, because it costs lives.?","","","","","","","","","","","","","","","?There is a possibility of a tsunami in Kos [in case of an earthquale],? Efthimios Lekkas, head of Greece?s Earthquake Planning and Protection Organization and director of the Geology and Geoenvironment Faculty at Athens University, told Open TV channel on Friday.","?We must not hide the problems under the carpet, because it costs lives.?","","","","","","","","","","","","","","","?There is a possibility of a tsunami in Kos [in case of an earthquale],? Efthimios Lekkas, head of Greece?s Earthquake Planning and Protection Organization and director of the Geology and Geoenvironment Faculty at Athens University, told Open TV channel on Friday."
"45.html","NEWS","|","Turkish surveillance aircraft enter Greek airspace | News | ekathimerini.com","Developed by EWORX S.A.","|","Two Turkish CN-235 surveillance aircraft flew over the northeastern, central and southeastern Aegean on Thursday, defense sources said.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"17.html","COMMUNITY","|","Rami Efrati: Investing in cybersecurity can reverse brain drain | Community | ekathimerini.com","Developed by EWORX S.A.","|","Cyberspace presents many threats but also significant opportunities, according to Rami Efrati, one of the founding members and former head of the Civilian Division of the Israel National Cyber Bureau in the Prime Minister?s Office and present director of Firmitas Cyber Solutions.","Describing how Israel managed to turn cyberattacks into business opportunities, Efrati urges the Greek authorities to invest in creating an ecosystem that will halt the phenomenon of talented young people feeling forced to leave the country.","","","","","","","","","","","","","","","","Describing how Israel managed to turn cyberattacks into business opportunities, Efrati urges the Greek authorities to invest in creating an ecosystem that will halt the phenomenon of talented young people feeling forced to leave the country.","","","","","","","","","","","","","","","","Describing how Israel managed to turn cyberattacks into business opportunities, Efrati urges the Greek authorities to invest in creating an ecosystem that will halt the phenomenon of talented young people feeling forced to leave the country."
"25.html","WHAT?S ON","|","Traditional Performances | Athens | August 18 - September 22 | What?s On | ekathimerini.com","Developed by EWORX S.A.","|","Performances of traditional Greek dancing take place at the Dora Stratou Theater on Philopappou Hill in central Athens five nights a week from August 18 through September 22. Each of the shows focuses on a different part of the country and features more than 75 dancers, musicians and singers dressed in traditional costumes and jewelry.  Performances at the outdoor theater take place Wednesdays, Thursdays and Fridays, starting at 9.30pm, and Saturdays and Sundays at 8.30p.m. Tickets can be purchased at the theater before each show and cost 5, 10 or 15 euros. The theater also offers dance classes for beginners and advanced. Bookings can be made at mail@grdance.org.","Dora Stratou Theater, 33 Arakynthou, Philopappou Hill, tel 210.324.4395, 210.921.4650","","","","","","","","","","","","","","","","Dora Stratou Theater, 33 Arakynthou, Philopappou Hill, tel 210.324.4395, 210.921.4650","","","","","","","","","","","","","","","","Dora Stratou Theater, 33 Arakynthou, Philopappou Hill, tel 210.324.4395, 210.921.4650"
"48.html","NEWS","|","Villages evacuated as fire burns Greek island nature reserve | News | ekathimerini.com","Developed by EWORX S.A.","|","Hundreds of firefighters battled three wildfires in Greece, where two villages were being evacuated Tuesday as the largest blaze burned a thickly forested nature reserve on the island of Evia north of Athens.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44.html","NEWS","|","Large blaze burning forestland on Thassos | News | ekathimerini.com","Developed by EWORX S.A.","|","A large firefighting force was sent to tackle a blaze that broke out on the island of Thassos, one of Greece?s greenest, on Tuesday morning.","The fire service said it sent 56 men with 25 vehicles at the area of Paradisos, in the southwestern part of the island. They were supported by two Pezetel aircraft and one helicopter.","Island mayor Kostas Hatziemmanouil told state-run news agency ANA-MPA authorities are trying to prevent the flames from reaching more inaccessible areas, but added that no villages are at risk.","","","","","","","","","","","","","","","The fire service said it sent 56 men with 25 vehicles at the area of Paradisos, in the southwestern part of the island. They were supported by two Pezetel aircraft and one helicopter.","Island mayor Kostas Hatziemmanouil told state-run news agency ANA-MPA authorities are trying to prevent the flames from reaching more inaccessible areas, but added that no villages are at risk.","","","","","","","","","","","","","","","The fire service said it sent 56 men with 25 vehicles at the area of Paradisos, in the southwestern part of the island. They were supported by two Pezetel aircraft and one helicopter."
"47.html","NEWS","|","Fire rages out of control in Greek island nature reserve | News | ekathimerini.com","Developed by EWORX S.A.","|","More than a thousand firefighters battled wildfires Tuesday in Greece, with the largest burning out of control through a nature reserve on the island of Evia north of Athens causing four villages and a monastery to be evacuated.","The country?s civil protection authority declared a state of emergency in the area of Evia affected by the fire, where about 280 firefighters, volunteers, soldiers, six water-dropping planes and six helicopters were deployed, along with one more helicopter coordinating the air support.","Greece called on the European civil protection organization for assistance, and four firefighting planes were being sent from Croatia and Italy, said Prime Minister Kyriakos Mitsotakis, who cut short his summer vacation and returned to the Greek capital to visit the fire department?s main coordination center.","?The conditions today are exceptionally difficult,? Mitsotakis said. He thanked firefighters for their efforts and said the government?s main concern was protecting human life.","Strong winds fanned the fire in the thickly forested Evia reserve, as well as several more wildfires burning Tuesday in Greece. A total of 56 forest fires broke out around the country in a 24-hour period spanning Monday night and Tuesday.","More than 1,000 firefighters in all were assigned to the blazes. A volunteer firefighter reportedly burned on the island was transported to a hospital in Athens.","?The most important thing is to not have any human casualties,? Interior Minister Takis Theodorikakos said in a telephone interview aired on state television.","Smoke from the Evia fire blanketed Athens in the morning. Authorities warned people in affected areas, particularly the elderly, young children and those suffering from breathing or heart conditions, to remain indoors and set air conditioning units to recycle indoor air.","The blaze broke out shortly after 3 a.m. local time, the civil protection authority said, and strong winds helped spread it through the dense pine forest.","More than 300 people from four villages were gradually evacuated during the day, many riding on buses and others going out in their own vehicles.","?The fire trapped us at Makrimalli, and we had to leave quickly,? said Nikos Petrou, referring to one of the villages that were ordered evacuated. ?As I was leaving, the fire was coming behind us.?","A separate blaze broke out on the north part of Evia, and 15 firefighters, a helicopter and a small plane worked to keep it from spreading.","Dozens more firefighters, two planes and a helicopter tackled a separate forest fire on the northern island of Thassos. Another wildfire was burning through brush and dried weeds near Thebes, northwest of Athens.","More than 30 firefighters tackled yet another in southern Greece; the fire department said it was brought under partial control after about an hour.","On Tuesday afternoon, an additional blaze broke out in southern Greece.","Forest fires are common in Greece during the hot, dry summer months. Authorities have repeatedly warned the public not to engage in outdoor activities that could cause fires, such as welding work, burning dried weeds or lighting campfires and barbecues. Parks and forest areas are closed to the public at times of high fire risk.","Last year, more than 100 people died when a fast-moving forest fire broke out in a seaside area northeast of Athens and raged through a nearby settlement of mainly holiday homes. The fire trapped people in their cars as they attempted to flee, while many other victims drowned as they tried to swim away from beaches overcome by heat and choking smoke. [AP]","The country?s civil protection authority declared a state of emergency in the area of Evia affected by the fire, where about 280 firefighters, volunteers, soldiers, six water-dropping planes and six helicopters were deployed, along with one more helicopter coordinating the air support.","Greece called on the European civil protection organization for assistance, and four firefighting planes were being sent from Croatia and Italy, said Prime Minister Kyriakos Mitsotakis, who cut short his summer vacation and returned to the Greek capital to visit the fire department?s main coordination center.","?The conditions today are exceptionally difficult,? Mitsotakis said. He thanked firefighters for their efforts and said the government?s main concern was protecting human life.","Strong winds fanned the fire in the thickly forested Evia reserve, as well as several more wildfires burning Tuesday in Greece. A total of 56 forest fires broke out around the country in a 24-hour period spanning Monday night and Tuesday.","More than 1,000 firefighters in all were assigned to the blazes. A volunteer firefighter reportedly burned on the island was transported to a hospital in Athens.","?The most important thing is to not have any human casualties,? Interior Minister Takis Theodorikakos said in a telephone interview aired on state television.","Smoke from the Evia fire blanketed Athens in the morning. Authorities warned people in affected areas, particularly the elderly, young children and those suffering from breathing or heart conditions, to remain indoors and set air conditioning units to recycle indoor air.","The blaze broke out shortly after 3 a.m. local time, the civil protection authority said, and strong winds helped spread it through the dense pine forest.","More than 300 people from four villages were gradually evacuated during the day, many riding on buses and others going out in their own vehicles.","?The fire trapped us at Makrimalli, and we had to leave quickly,? said Nikos Petrou, referring to one of the villages that were ordered evacuated. ?As I was leaving, the fire was coming behind us.?","A separate blaze broke out on the north part of Evia, and 15 firefighters, a helicopter and a small plane worked to keep it from spreading.","Dozens more firefighters, two planes and a helicopter tackled a separate forest fire on the northern island of Thassos. Another wildfire was burning through brush and dried weeds near Thebes, northwest of Athens.","More than 30 firefighters tackled yet another in southern Greece; the fire department said it was brought under partial control after about an hour.","On Tuesday afternoon, an additional blaze broke out in southern Greece.","Forest fires are common in Greece during the hot, dry summer months. Authorities have repeatedly warned the public not to engage in outdoor activities that could cause fires, such as welding work, burning dried weeds or lighting campfires and barbecues. Parks and forest areas are closed to the public at times of high fire risk.","Last year, more than 100 people died when a fast-moving forest fire broke out in a seaside area northeast of Athens and raged through a nearby settlement of mainly holiday homes. The fire trapped people in their cars as they attempted to flee, while many other victims drowned as they tried to swim away from beaches overcome by heat and choking smoke. [AP]","The country?s civil protection authority declared a state of emergency in the area of Evia affected by the fire, where about 280 firefighters, volunteers, soldiers, six water-dropping planes and six helicopters were deployed, along with one more helicopter coordinating the air support."
"41.html","NEWS","|","US request for Greek assistance in Persian Gulf | News | ekathimerini.com","Developed by EWORX S.A.","|","Washington has reportedly asked Greece to make a contribution to a multinational naval force that will monitor the Persian Gulf in order to protect the freedom of navigation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"33.html","COMMENT","|","Next 200 years will also be difficult | Comment | ekathimerini.com","Developed by EWORX S.A.","|","The first 200 years are the difficult ones, my friend Vasilis Papavasiliou says sarcastically whenever he gets the chance, referring to the approaching bicentennial of the start of the Greek War of Independence, leaving those listening to wonder about the precise meaning of his statement.","The anniversary will apparently be quite a celebration, since the government has entrusted Gianna Angelopoulos-Daskalaki, the former head of the Organizing Committee for the 2004 Athens Olympics, with its arrangement.","In my opinion, he may either mean that since there has been no significant change in the Greek mind-set over the past 200 years, there is not much hope of anything different in the next 200, or that since we managed to survive the past two centuries despite our collective weaknesses, we can hope for something better from now on.","","","","","","","","","","","","","","","The anniversary will apparently be quite a celebration, since the government has entrusted Gianna Angelopoulos-Daskalaki, the former head of the Organizing Committee for the 2004 Athens Olympics, with its arrangement.","In my opinion, he may either mean that since there has been no significant change in the Greek mind-set over the past 200 years, there is not much hope of anything different in the next 200, or that since we managed to survive the past two centuries despite our collective weaknesses, we can hope for something better from now on.","","","","","","","","","","","","","","","The anniversary will apparently be quite a celebration, since the government has entrusted Gianna Angelopoulos-Daskalaki, the former head of the Organizing Committee for the 2004 Athens Olympics, with its arrangement."
"8.html","NEWS","|","Woman killed in train-car collision near Diavata, northern Greece | News | ekathimerini.com","Developed by EWORX S.A.","|","A pregnant woman was killed when a train collided with a car on the section of the intercity railway network near Diavata, in northern Greece, shortly before 3 p.m. on Monday, a local news website reported.","The train had been conducting the Alexandroupoli-Thessaloniki service when the collision occured.","","","","","","","","","","","","","","","","The train had been conducting the Alexandroupoli-Thessaloniki service when the collision occured.","","","","","","","","","","","","","","","","The train had been conducting the Alexandroupoli-Thessaloniki service when the collision occured."
"36.html","NEWS","|","Athens, Nicosia on standby for developments in East Med | News | ekathimerini.com","Developed by EWORX S.A.","|","Defense officials and diplomats in Athens and Nicosia are on standby for potential developments in the Eastern Mediterrenanean in the coming period while international observers await a fresh peace push aimed at reunifying Cyprus.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55.html","NEWS","|","Woman found dead on Crete feared to be missing US scientist | News | ekathimerini.com","Developed by EWORX S.A.","|","The body of a woman found on Crete is feared to be that of an American scientist, missing since last week.","Reports Tuesday said a body was found inside a cave near the settlement of Xamoudochori, in Hania, about 10 kilometers from the place where Suzanne Eaton was last seen last Tuesday.","Eaton, a 59-year-old molecular biologist at the Max Planck Institute at Dresden University, Germany, had been attending the Orthodox Academy in Hania.","Eaton was the mother of two sons and the wife of British scientist Tony Hyman.","?It is with enormous sadness and regret that we announce the tragic demise of our dearest friend and colleague, Suzanne Eaton,? the institute said in a statement issued on Tuesday.","?We are deeply shocked and disturbed by this tragic event. Suzanne was an outstanding and inspiring scientist, a loving spouse and mother, an athlete as well as a truly wonderful person beloved to us all. Her loss is unbearable,? it said.","","","","","","","","","","","","Reports Tuesday said a body was found inside a cave near the settlement of Xamoudochori, in Hania, about 10 kilometers from the place where Suzanne Eaton was last seen last Tuesday.","Eaton, a 59-year-old molecular biologist at the Max Planck Institute at Dresden University, Germany, had been attending the Orthodox Academy in Hania.","Eaton was the mother of two sons and the wife of British scientist Tony Hyman.","?It is with enormous sadness and regret that we announce the tragic demise of our dearest friend and colleague, Suzanne Eaton,? the institute said in a statement issued on Tuesday.","?We are deeply shocked and disturbed by this tragic event. Suzanne was an outstanding and inspiring scientist, a loving spouse and mother, an athlete as well as a truly wonderful person beloved to us all. Her loss is unbearable,? it said.","","","","","","","","","","","","Reports Tuesday said a body was found inside a cave near the settlement of Xamoudochori, in Hania, about 10 kilometers from the place where Suzanne Eaton was last seen last Tuesday."
"35.html","NEWS","|","Coming period ?decisive? for Cyprus, spokesman says | News | ekathimerini.com","Developed by EWORX S.A.","|","The coming period will be ?decisive? for Cyprus, government spokesman Prodromos Prodromou told reporters on Saturday amid mounting expectations of a new United Nations-mediated bid to reunify the divided island.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38.html","NEWS","|","Cavusoglu: Fourth Turkish ship on way to East Med | News | ekathimerini.com","Developed by EWORX S.A.","|","A fourth Turkish ship, the Oruc Reis, is on its way to the Eastern Mediterranean, Turkish Foreign Minister Mevlut Cavusoglu wrote on Twitter on Monday.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"46.html","NEWS","|","Fire breaks out in Evia, monastery evacuated | News | ekathimerini.com","Developed by EWORX S.A.","|","A monastery was evacuated and the residents of three villages were told to be ready to leave after a big fire broke out inside firestland in central Evia early Tuesday morning.","The fire service was alerted shortly after 3 a.m. on a blaze in the the area of Agrilitsa, in the municipality of Dirfys-Messapia, and send 80 firemen with 39 vehicles, who are assisted by four aircraft and two helicopters.","Authorities evacuated the Monastery of Panagia Makrymallis for precautionary reasons and the villages of Agrilitsa, Kondodespoti and Makrymalli are on alert, TV channel SKAI reported.","","","","","","","","","","","","","","","The fire service was alerted shortly after 3 a.m. on a blaze in the the area of Agrilitsa, in the municipality of Dirfys-Messapia, and send 80 firemen with 39 vehicles, who are assisted by four aircraft and two helicopters.","Authorities evacuated the Monastery of Panagia Makrymallis for precautionary reasons and the villages of Agrilitsa, Kondodespoti and Makrymalli are on alert, TV channel SKAI reported.","","","","","","","","","","","","","","","The fire service was alerted shortly after 3 a.m. on a blaze in the the area of Agrilitsa, in the municipality of Dirfys-Messapia, and send 80 firemen with 39 vehicles, who are assisted by four aircraft and two helicopters."
"40.html","NEWS","|","PM to promote reforms, investments on EU trips | News | ekathimerini.com","Developed by EWORX S.A.","|","Following a brief break last week, Prime Minister Kyriakos Mitsotakis is bracing for a flurry of activity with upcoming visits to Paris and Berlin where he is to promote a series of economic reforms and investment initiatives.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9.html","BUSINESS","|","Athens is banking on five reforms | Business | ekathimerini.com","Developed by EWORX S.A.","|","The European Commission is reportedly looking for ways to include returns from European central banks? profits from Greek bonds they bought through the Securities Market Program (SMP) and the Agreement on Net Financial Assets (ANFA) as budget revenue.","Including the amount, about 1.2-1.3 billion euros annually, would indirectly help reduce Greece?s primary budget surplus target from the equivalent of 3.5 percent of the country?s gross domestic product to below 3 percent, the Commission estimates.","If this is approved, it would create significant breathing space for the government to implement its promised growth-boosting tax cuts.","","","","","","","","","","","","","","","Including the amount, about 1.2-1.3 billion euros annually, would indirectly help reduce Greece?s primary budget surplus target from the equivalent of 3.5 percent of the country?s gross domestic product to below 3 percent, the Commission estimates.","If this is approved, it would create significant breathing space for the government to implement its promised growth-boosting tax cuts.","","","","","","","","","","","","","","","Including the amount, about 1.2-1.3 billion euros annually, would indirectly help reduce Greece?s primary budget surplus target from the equivalent of 3.5 percent of the country?s gross domestic product to below 3 percent, the Commission estimates."
"6.html","NEWS","|","Measures announced to deal with Samothraki ferry link woes | News | ekathimerini.com","Developed by EWORX S.A.","|","In the wake of the disruption caused by the breakdown this month of two passenger ferries serving the northern Aegean island of Samothraki, the government on Monday announced a series of measures to improve connections to the island, modernize its port and complete stalled infrastructure projects.","Monday?s announcement followed calls by local hoteliers for action to deal with chronic infrastructure problems plaguing the island and to help reverse the losses they have incurred as a result of booking cancellations due to the ferry disruptions.","After a meeting between several key cabinet members chaired by State Minister George Gerapetritis, government spokesman Stelios Petsas said that the government will ensure that the sea link to Samothraki is not disrupted until October 31, when the current contract with the ferry company servicing the island expires.","Moreover, the government also announced changes to the way contracts are awarded to companies so that better ships serve the island.","The island was cut off from the rest of the country earlier this month due to a combination of powerful winds and the breakdown of the ferries linking the island to the city of Alexandroupoli on the mainland.","The same problem had occurred earlier this year.","","","","","","","","","","","","Monday?s announcement followed calls by local hoteliers for action to deal with chronic infrastructure problems plaguing the island and to help reverse the losses they have incurred as a result of booking cancellations due to the ferry disruptions.","After a meeting between several key cabinet members chaired by State Minister George Gerapetritis, government spokesman Stelios Petsas said that the government will ensure that the sea link to Samothraki is not disrupted until October 31, when the current contract with the ferry company servicing the island expires.","Moreover, the government also announced changes to the way contracts are awarded to companies so that better ships serve the island.","The island was cut off from the rest of the country earlier this month due to a combination of powerful winds and the breakdown of the ferries linking the island to the city of Alexandroupoli on the mainland.","The same problem had occurred earlier this year.","","","","","","","","","","","","Monday?s announcement followed calls by local hoteliers for action to deal with chronic infrastructure problems plaguing the island and to help reverse the losses they have incurred as a result of booking cancellations due to the ferry disruptions."
"51.html","NEWS","|","French tourist stabbed to death in Crete | News | ekathimerini.com","Developed by EWORX S.A.","|","A 53-year-old French tourist has been murdered at a hotel on the island of Crete, local police authorities said Tuesday.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"19.html","SPORTS","|","Cyprus police: UEFA official for Europa qualifier dies | Sports | ekathimerini.com","Developed by EWORX S.A.","|","Cyprus police say a 74-year-old British man who was part of a group of UEFA referees and observers scheduled to officiate a Europa League qualifier on Thursday has died.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
